1,KELLER,AFRCST 201A,0
2,KELLER,AFRCST 201A,0
3,MACIAS,APPLNG M179,0
4,DEGUZMAN,ASIAAM 10,0
5,DEGUZMAN,ASIAAM 10,0
6,THE STAFF,ASIAAM 112C,0
7,WELTY,ASIAAM 20,0
8,WELTY,ASIAAM 20,0
9,WELTY,ASIAAM 20,0
10,CAMACHO,ASIAAM 200A,0
11,CAMACHO,ASIAAM 200A,0
12,CAMACHO,ASIAAM 200A,0
13,CAMACHO,ASIAAM 200A,0
14,CAMACHO,ASIAAM 200A,0
15,CAMACHO,ASIAAM 200A,0
16,CAMACHO,ASIAAM 200A,0
17,CAMACHO,ASIAAM 200A,0
18,STAFF,ASIAAM 40,0
19,STAFF,ASIAAM 40,0
15,STAFF,ASIAAM 40,0
21,LEWIS,ASIAAM M160,0
22,SOHN,ASIAN 104,0
23,LEWIS,ASL 1,0
24,NAOZ,ASTR 270,0
25,FURLANETTO,ASTR 271A,0
26,SHAPLEY,ASTR 3,0
27,SHAPLEY,ASTR 3,0
28,SHAPLEY,ASTR 3,0
29,CORONITI,ASTR 3,0
26,CORONITI,ASTR 3,0
31,CORONITI,ASTR 3,0
32,MALKAN,ASTR 4,0
33,HANSEN,ASTR 5,0
34,ELASHOFF,BIOM M260A,0
35,GJERTSON,BIOS 100A,0
36,LEE,BIOS 100A,0
37,SAYRE,BIOS 100A,0
35,BROOKMEYER,BIOS 200A,0
39,BELIN,BIOS 201A,0
40,SENTURK,BIOS 202A,0
41,WONG,BIOS 250A,0
42,DABROWSKA,BIOS 255,0
43,DABROWSKA,BIOS 255,0
44,RAMIREZ,BIOS 273,0
45,LI,BIOS M215,0
46,LI,BIOS M215,0
47,WEISS,BIOS M234,0
48,SMITH,BIOS M403B,0
49,BAUGH,CHEM 110A,0
49,BAUGH,CHEM 110A,0
51,LEVINE,CHEM 113A,0
52,LEVINE,CHEM 113A,0
53,LEVINE,CHEM 113A,0
54,LEVINE,CHEM 113A,0
55,LEVINE,CHEM 113A,0
56,LEVINE,CHEM 113A,0
57,WEISS,CHEM 114,0
58,LAVELLE,CHEM 14A,0
58,LI,CHEM 14A,0
58,LAVELLE,CHEM 14A,0
58,LAVELLE,CHEM 14A,0
58,LI,CHEM 14A,0
63,HENARY,CHEM 14BL,0
64,HENARY,CHEM 14BL,0
65,STAFF,CHEM 14C,0
66,STAFF,CHEM 14C,0
67,STAFF,CHEM 14C,0
68,STAFF,CHEM 14C,0
69,STAFF,CHEM 14C,0
70,STAFF,CHEM 14C,0
71,STAFF,CHEM 14C,0
63,HENARY,CHEM 14CL,0
64,HENARY,CHEM 14CL,0
74,HARDINGER,CHEM 14D,0
75,HARDINGER,CHEM 14D,0
70,HARDINGER,CHEM 14D,0
71,HARDINGER,CHEM 14D,0
65,HARDINGER,CHEM 14D,0
68,HARDINGER,CHEM 14D,0
74,HARDINGER,CHEM 14D,0
75,HARDINGER,CHEM 14D,0
70,HARDINGER,CHEM 14D,0
71,HARDINGER,CHEM 14D,0
65,HARDINGER,CHEM 14D,0
68,HARDINGER,CHEM 14D,0
86,WEISS,CHEM 153A,0
87,WEISS,CHEM 153A,0
88,WEISS,CHEM 153A,0
89,WEISS,CHEM 153A,0
90,TIENSON,CHEM 153A,0
91,TIENSON,CHEM 153A,0
90,TIENSON,CHEM 153A,0
91,TIENSON,CHEM 153A,0
94,FEIGON,CHEM 153B,0
88,KOEHLER,CHEM 153C,0
89,KOEHLER,CHEM 153C,0
90,HONG-HERMESDORF,CHEM 153L,0
91,HONG-HERMESDORF,CHEM 153L,0
99,NAKAMOTO,CHEM 154,0
86,NAKAMOTO,CHEM 154,0
87,NAKAMOTO,CHEM 154,0
88,NAKAMOTO,CHEM 154,0
89,NAKAMOTO,CHEM 154,0
104,YEATES,CHEM 156,0
105,YEATES,CHEM 156,0
106,KANER,CHEM 171,0
107,KANER,CHEM 171,0
108,FELKER,CHEM 20A,0
108,LEVINE,CHEM 20A,0
108,SCERRI,CHEM 20A,0
108,ALEXANDROVA,CHEM 20A,0
112,PANG,CHEM 20L,0
113,RUBIN,CHEM 236,0
114,NELSON,CHEM 244A,0
115,PHAM,CHEM 30A,0
112,PANG,CHEM 30AL,0
64,PANG,CHEM 30AL,0
115,STAFF,CHEM 30B,0
119,SCHWARTZ,CHEM C115A,0
120,SCHWARTZ,CHEM C115A,0
121,MASON,CHEM C123A,0
122,MASON,CHEM C123A,0
123,ZINK,CHEM C176,0
124,ZINK,CHEM C176,0
119,SCHWARTZ,CHEM C215A,0
120,SCHWARTZ,CHEM C215A,0
121,MASON,CHEM C223A,0
122,MASON,CHEM C223A,0
123,ZINK,CHEM C276A,0
124,ZINK,CHEM C276A,0
131,LEE,CHEM CM160A,0
131,LEE,CHEM CM260A,0
133,SHEN,CHIN 100A,0
133,SHEN,CHIN 100A,0
133,SHEN,CHIN 100D,0
136,LI,CHIN 110A,0
137,SUN,CHIN 1A,0
138,SUN,CHIN 1A,0
139,SUN,CHIN 1A,0
140,SUN,CHIN 1A,0
137,SUN,CHIN 1A,0
138,SUN,CHIN 1A,0
139,SUN,CHIN 1A,0
140,SUN,CHIN 1A,0
145,SMITH,CHIN 4,0
146,SMITH,CHIN 4,0
145,SMITH,CHIN 4,0
146,SMITH,CHIN 4,0
145,SMITH,CHIN 4,0
146,SMITH,CHIN 4,0
151,YAO,CHIN 4A,0
152,DUTHIE,CHIN 50,0
153,DUTHIE,CHIN 50,0
154,DUTHIE,CHIN 50,0
155,DUTHIE,CHIN 50,0
156,CHI,CHIN 80,0
157,CHI,CHIN 80,0
158,CHI,CHIN 80,0
159,TAUB,CHS 132,0
160,MACINKO,CHS 210,0
161,MORISKY,CHS 213,0
162,FORD,CHS 220,0
163,FORD,CHS 220,0
164,FORD,CHS 220,0
165,FORD,CHS 220,0
166,FORD,CHS 220,0
167,LEADER,CHS 48,0
168,LEADER,CHS 48,0
169,BOURQUE,CHS M218,0
170,BOURQUE,CHS M218,0
171,BOURQUE,CHS M218,0
172,BOURQUE,CHS M218,0
173,BOURQUE,CHS M218,0
174,BOURQUE,CHS M218,0
175,KOMAR,COMLIT 19,0
176,SUTHERLAND KRISTAL,COMLIT 191,0
177,SUTHERLAND KRISTAL,COMLIT 191,0
178,MCDONALD,COMLIT 191,0
179,MCDONALD,COMLIT 191,0
180,MCCLURE,COMLIT 200A,0
181,MCCLURE,COMLIT 200A,0
182,MCCLURE,COMLIT 200A,0
183,MCCLURE,COMLIT 200A,0
184,MCCLURE,COMLIT 200A,0
185,MCCLURE,COMLIT 200A,0
186,MCCLURE,COMLIT 200A,0
187,HOCHBERG,COMLIT 290,0
188,HOCHBERG,COMLIT 290,0
189,HOCHBERG,COMLIT 290,0
190,RAHMANI,COMLIT 2BW,0
191,RAHMANI,COMLIT 2BW,0
192,RAHMANI,COMLIT 2BW,0
193,RAHMANI,COMLIT 2BW,0
194,RAHMANI,COMLIT 2BW,0
195,KESHISHYAN,COMLIT 4CW,0
196,KESHISHYAN,COMLIT 4CW,0
197,KESHISHYAN,COMLIT 4CW,0
198,KESHISHYAN,COMLIT 4CW,0
199,KESHISHYAN,COMLIT 4CW,0
200,DOCHTERMAN,COMLIT 4CW,0
201,DOCHTERMAN,COMLIT 4CW,0
202,DOCHTERMAN,COMLIT 4CW,0
203,DOCHTERMAN,COMLIT 4CW,0
204,DOCHTERMAN,COMLIT 4CW,0
205,DOCHTERMAN,COMLIT 4CW,0
200,DOCHTERMAN,COMLIT 4CW,0
201,DOCHTERMAN,COMLIT 4CW,0
202,DOCHTERMAN,COMLIT 4CW,0
203,DOCHTERMAN,COMLIT 4CW,0
204,DOCHTERMAN,COMLIT 4CW,0
205,DOCHTERMAN,COMLIT 4CW,0
212,DOCHTERMAN,COMLIT 4CW,0
213,LEHMAN,COMLIT 4CW,0
214,LEHMAN,COMLIT 4CW,0
215,LEHMAN,COMLIT 4CW,0
216,LEHMAN,COMLIT 4CW,0
217,LEHMAN,COMLIT 4CW,0
195,TA,COMLIT 4CW,0
219,TA,COMLIT 4CW,0
199,TA,COMLIT 4CW,0
221,FELIPE,COMLIT 4DW,0
222,FELIPE,COMLIT 4DW,0
223,FELIPE,COMLIT 4DW,0
224,FELIPE,COMLIT 4DW,0
221,RODRIGUEZ DRISSI,COMLIT 4DW,0
222,RODRIGUEZ DRISSI,COMLIT 4DW,0
223,RODRIGUEZ DRISSI,COMLIT 4DW,0
228,RODRIGUEZ DRISSI,COMLIT 4DW,0
229,SACILOTTO,COMLIT 4DW,0
230,TA,COMLIT 4DW,0
231,TA,COMLIT 4DW,0
232,TA,COMLIT 4DW,0
233,TA,COMLIT 4DW,0
234,TA,COMLIT 4DW,0
235,TA,COMLIT 4DW,0
236,FELIPE,COMLIT 4DW,0
237,FELIPE,COMLIT 4DW,0
238,FELIPE,COMLIT 4DW,0
239,FELIPE,COMLIT 4DW,0
240,LIVESCU,COMLIT M167,0
241,LIVESCU,COMLIT M167,0
238,LIVESCU,COMLIT M167,0
243,LIVESCU,COMLIT M167,0
244,LIVESCU,COMLIT M167,0
245,LIVESCU,COMLIT M167,0
246,ZHANG,COMSCI 118,0
246,GERLA,COMSCI 118,0
248,KIM,COMSCI 130,0
249,EGGERT,COMSCI 131,0
250,STAFF,COMSCI 132,0
251,WANG,COMSCI 145,0
252,PARKER,COMSCI 170A,0
253,SARRAFZADEH,COMSCI 180,0
254,SARRAFZADEH,COMSCI 180,0
255,SHERSTOV,COMSCI 181,0
